Trajectory ID,SMILES,Molality,Monomer Molecular Weight,Degree of Polymerization,Density,CONDUCTIVITY,TFSI Diffusivity,Li Diffusivity,Poly Diffusivity,Transference Number
26463,CC(CCCC#N)N(CCNC(=O)*)CCO*,1.45E+00,4.86E+02,1.90E+01,1.25E+00,9.00E-05,1.96E-08,2.99E-08,2.69E-08,5.61E-01
26464,O=C(*)NC(CCCCN*)C(=O)O,1.38E+00,4.33E+02,1.90E+01,1.41E+00,6.24E-05,1.25E-08,1.28E-08,8.45E-09,4.40E-01
26465,C=CC(CNC(CCC)COC(=O)*)O*,1.46E+00,4.60E+02,1.90E+01,1.22E+00,5.63E-05,3.63E-08,2.48E-08,2.47E-08,-5.95E-02
26466,C=CCCC(CN(C)CCCN*)OC(=O)*,1.37E+00,4.73E+02,1.70E+01,1.18E+00,7.08E-05,3.42E-08,2.43E-08,2.47E-08,3.37E-01
26467,C=CCCC(CNC(CC)COC(=O)*)O*,1.36E+00,4.74E+02,1.90E+01,1.18E+00,4.58E-05,5.37E-08,2.96E-08,2.82E-08,-6.99E-01
26468,C#CC(C)(CC)NCC(O*)C(C)(C)OC(=O)*,1.43E+00,4.86E+02,3.10E+01,1.20E+00,3.44E-05,3.07E-08,2.25E-08,1.18E-08,-5.23E-01
26469,C=CCN(CC(CO*)OC(=O)*)C(C)C,1.34E+00,4.60E+02,3.10E+01,1.21E+00,1.10E-04,9.76E-08,4.17E-08,2.77E-08,-5.16E-01
26470,C=CCC(CNC(C)C(C)O*)COC(=O)*,1.37E+00,4.74E+02,1.70E+01,1.19E+00,7.04E-05,6.57E-08,4.41E-08,4.15E-08,-5.07E-01
26471,C=CC(C)(CNCCC(C)N*)OC(=O)*,1.47E+00,4.59E+02,1.70E+01,1.20E+00,4.67E-05,2.59E-08,1.44E-08,1.35E-08,-9.40E-02
26472,O=C(*)OCCN(CCO*)CC(F)(F)F,1.36E+00,4.74E+02,1.90E+01,1.49E+00,5.49E-05,2.85E-08,1.27E-08,2.38E-08,-2.17E-01
26473,C=CCC(CC(C)O*)OC(=O)*,1.36E+00,4.17E+02,2.60E+01,1.23E+00,2.91E-05,2.90E-08,1.50E-08,2.19E-08,1.78E-02
26474,CC(COC(=O)*)C(C)N*,1.48E+00,3.90E+02,2.60E+01,1.25E+00,2.03E-05,1.23E-08,7.70E-09,8.07E-09,1.80E-01
26475,C#CC(C)NCC(CC(C)(C)OC(=O)*)O*,1.29E+00,4.72E+02,2.60E+01,1.21E+00,1.89E-05,2.27E-08,2.04E-08,1.21E-08,-7.69E-01
26476,C#CCN(CC)CC(CC(C)(C)O*)OC(=O)*,1.42E+00,4.86E+02,2.60E+01,1.22E+00,4.09E-05,3.56E-08,2.13E-08,2.02E-08,-1.22E-01
26477,CC(C)OC(=O)C(CO*)NC(=O)*,1.32E+00,4.34E+02,3.10E+01,1.34E+00,3.26E-05,1.67E-08,1.04E-08,1.03E-08,-1.84E-01
26478,C=CCCC(C)NCC(CN*)OC(=O)*,1.35E+00,4.59E+02,3.10E+01,1.19E+00,5.33E-05,3.55E-08,2.08E-08,2.19E-08,-2.86E-01
26479,C=C(C)CN(C)CC(OC(=O)*)C(C)O*,1.34E+00,4.60E+02,3.10E+01,1.21E+00,4.36E-05,4.33E-08,2.38E-08,1.59E-08,6.42E-02
26480,C#CCCCN(CC(C)OC(=O)*)C(C)CO*,1.45E+00,4.86E+02,1.90E+01,1.23E+00,2.26E-05,2.44E-08,1.84E-08,1.74E-08,-4.34E-01
26481,C=C(C)CN(CC)C(=O)C(CCN*)NC(=O)*,1.42E+00,4.86E+02,2.60E+01,1.29E+00,3.58E-05,2.05E-08,1.13E-08,6.72E-09,1.86E-01
26482,C=CC(C)(CN(C)CC(CC)NC(=O)*)O*,1.37E+00,4.73E+02,1.90E+01,1.18E+00,3.28E-05,1.75E-08,1.09E-08,1.07E-08,2.77E-02
26483,N=C(NCCOC(=O)*)C(N)=NCCO*,1.47E+00,4.61E+02,1.40E+01,1.46E+00,9.33E-05,1.60E-08,1.33E-08,1.21E-08,4.08E-01
26484,C=CCCC(C)NC(CC)(CO*)NC(=O)*,1.26E+00,4.73E+02,3.10E+01,1.18E+00,4.22E-05,3.82E-08,2.23E-08,1.45E-08,-4.28E-01
26485,C=CC(C)(CNCC(F)(F)COC(=O)*)O*,1.47E+00,4.82E+02,1.70E+01,1.36E+00,6.47E-05,2.94E-08,1.91E-08,2.06E-08,1.68E-02
26486,C=CC(CNC(CCCC)CO*)OC(=O)*,1.36E+00,4.74E+02,1.90E+01,1.18E+00,5.54E-05,3.60E-08,2.18E-08,2.30E-08,-1.21E-01
26487,CC(CNCC(C)OC(=O)*)O*,1.49E+00,4.20E+02,1.90E+01,1.25E+00,7.95E-05,4.41E-08,1.56E-08,1.98E-08,2.47E-02
26488,C=CCCC(C)NC(COC(=O)*)C(C)O*,1.49E+00,4.74E+02,2.60E+01,1.21E+00,2.07E-05,3.90E-08,2.53E-08,2.48E-08,-3.18E-01
26489,CN(C)C(C)(CO*)COC(=O)*,1.50E+00,4.20E+02,2.60E+01,1.28E+00,2.72E-05,1.36E-08,1.63E-08,1.58E-08,4.58E-01
26490,CC(CCO*)OC(=O)*,1.49E+00,3.77E+02,2.60E+01,1.32E+00,1.31E-04,3.69E-08,3.27E-08,3.77E-08,1.55E-01
26491,CC(C)(CN*)CNC(=O)*,1.49E+00,3.89E+02,2.60E+01,1.26E+00,2.87E-05,1.08E-08,8.05E-09,5.83E-09,1.85E-01
26492,CCC(C#N)(CC)NCC(CO*)OC(=O)*,1.26E+00,4.73E+02,3.10E+01,1.25E+00,3.69E-05,2.64E-08,1.58E-08,1.85E-08,-1.86E-01
26493,CCC(N*)C(OC(=O)*)C(=O)OC,1.32E+00,4.34E+02,3.10E+01,1.35E+00,3.57E-05,1.41E-08,1.53E-08,7.53E-09,3.43E-01
26494,COCC(CCOC(=O)*)N*,1.46E+00,4.06E+02,2.60E+01,1.32E+00,3.87E-05,1.87E-08,7.90E-09,1.17E-08,1.48E-01
26495,CCCCC(N*)C(OC(=O)*)C(=O)O,1.43E+00,4.48E+02,3.10E+01,1.35E+00,1.89E-05,1.51E-08,6.28E-09,7.77E-09,-1.34E-01
26496,CC(CCNC(=O)*)O*,1.38E+00,3.76E+02,2.60E+01,1.29E+00,4.01E-05,1.74E-08,1.37E-08,1.16E-08,4.24E-01
26497,C=CCC(C)(COC(=O)*)N*,1.42E+00,4.02E+02,3.10E+01,1.26E+00,5.24E-05,2.36E-08,7.59E-09,8.38E-09,5.17E-02
26498,CC(C)(C#CC#CC(C)(C)NC(=O)*)N*,1.39E+00,4.51E+02,1.70E+01,1.21E+00,3.32E-05,1.80E-08,1.17E-08,7.88E-09,2.38E-01
26499,O=C(*)NCC(F)(F)CN*,1.40E+00,3.97E+02,2.60E+01,1.62E+00,8.78E-05,1.64E-08,1.37E-08,1.04E-08,3.45E-01
26500,C=CC(C)(CNCCC(C)OC(=O)*)O*,1.46E+00,4.60E+02,1.70E+01,1.22E+00,7.26E-05,4.90E-08,3.47E-08,2.67E-08,-6.15E-02
26501,CN(C)CC(C)(CNC(=O)*)O*,1.45E+00,4.19E+02,3.10E+01,1.24E+00,3.82E-05,1.26E-08,8.58E-09,8.84E-09,2.08E-01
26502,O=C(*)NCC(O*)C(F)F,1.46E+00,3.98E+02,3.10E+01,1.61E+00,3.38E-05,1.20E-08,9.21E-09,7.38E-09,-8.11E-02
26503,CC(CNC(=O)*)N*,1.45E+00,3.61E+02,3.10E+01,1.37E+00,3.91E-05,1.19E-08,5.55E-09,5.10E-09,8.38E-02
26504,CC(C)C(CO*)NC(=O)*,1.38E+00,3.90E+02,3.10E+01,1.24E+00,4.57E-05,2.35E-08,2.11E-08,8.42E-09,1.83E-01
26505,CC(CCC#N)CN(CCN*)CCOC(=O)*,1.45E+00,4.86E+02,1.90E+01,1.25E+00,1.07E-04,2.85E-08,2.83E-08,3.05E-08,4.40E-01
26506,C=C(C)CN(CC)CC(O*)C(C)OC(=O)*,1.25E+00,4.74E+02,3.10E+01,1.19E+00,4.84E-05,4.98E-08,2.89E-08,1.88E-08,-1.36E-01
26507,CCN(CC)CC(CNC(=O)*)O*,1.33E+00,4.33E+02,3.10E+01,1.21E+00,4.66E-05,2.31E-08,1.46E-08,1.50E-08,3.18E-01
26508,C=CC(C)(CNC(C)CCOC(=O)*)O*,1.46E+00,4.60E+02,1.70E+01,1.22E+00,9.24E-05,6.24E-08,3.16E-08,2.40E-08,-1.84E-01
26509,CC(CO*)(COC(=O)*)C(=O)O,1.49E+00,4.21E+02,2.60E+01,1.47E+00,2.10E-05,1.09E-08,1.09E-08,1.30E-08,2.63E-01
26510,C=CC(=O)NC(C)(CO*)COC(=O)*,1.47E+00,4.46E+02,2.60E+01,1.40E+00,4.66E-05,1.22E-08,8.52E-09,6.64E-09,3.18E-01
26511,C=C(Cl)C(CO*)OC(=O)*,1.35E+00,4.09E+02,3.10E+01,1.54E+00,2.97E-05,2.42E-08,2.06E-08,1.26E-08,3.60E-01
26512,CCC(CCNC(=O)CNC(=O)*)O*,1.42E+00,4.47E+02,1.70E+01,1.33E+00,5.40E-05,1.50E-08,1.30E-08,1.07E-08,4.24E-01
26513,O=C(*)OCC(F)(F)CO*,1.38E+00,3.99E+02,2.60E+01,1.61E+00,4.28E-05,1.74E-08,1.24E-08,1.04E-08,-3.95E-02
26514,C#CC(C)(CC)NCC(O*)C(C)OC(=O)*,1.27E+00,4.72E+02,3.10E+01,1.19E+00,3.51E-05,3.21E-08,1.97E-08,1.77E-08,-3.37E-01
26515,COCCOC(=O)C(C)(CO*)COC(=O)*,1.46E+00,4.79E+02,2.60E+01,1.35E+00,5.75E-05,3.64E-08,2.16E-08,2.20E-08,-1.54E-01
26516,CCC(CNCC(F)(F)CO*)OC(=O)*,1.39E+00,4.70E+02,1.70E+01,1.36E+00,7.09E-05,4.70E-08,2.46E-08,2.37E-08,-2.14E-01
26517,CC(CN*)(COC(=O)*)CC(=O)O,1.38E+00,4.34E+02,2.60E+01,1.41E+00,1.99E-05,9.09E-09,5.72E-09,8.46E-09,7.14E-02
26518,C=CC(C)(CNC(CCC)COC(=O)*)O*,1.36E+00,4.74E+02,1.90E+01,1.19E+00,7.88E-05,3.51E-08,1.21E-08,1.68E-08,-5.55E-01
26519,C=CC(CN(CC)CC(C)(C)O*)OC(=O)*,1.36E+00,4.74E+02,1.90E+01,1.20E+00,4.91E-05,3.54E-08,2.00E-08,2.37E-08,-2.40E-01
26520,CCC(C)CC(=O)NC(CO*)COC(=O)*,1.48E+00,4.76E+02,2.60E+01,1.31E+00,5.37E-05,2.56E-08,1.09E-08,1.23E-08,-4.57E-02
26521,CC(CN*)OC(=O)*,1.44E+00,3.62E+02,3.10E+01,1.33E+00,5.06E-05,1.82E-08,1.16E-08,9.60E-09,2.04E-01
26522,C=CC(CN(CCCOC(=O)*)C(C)C)O*,1.37E+00,4.74E+02,1.70E+01,1.19E+00,4.94E-05,4.94E-08,2.67E-08,3.79E-08,-3.46E-01
26523,CC(CO*)OCC(C)OC(=O)*,1.48E+00,4.21E+02,1.90E+01,1.27E+00,1.76E-04,9.15E-08,3.74E-08,4.40E-08,-4.41E-02
26524,O=C(*)NC(CC[PH](=O)CO*)C(=O)O,1.40E+00,4.68E+02,1.90E+01,1.55E+00,3.50E-05,1.64E-08,1.61E-08,1.18E-08,3.01E-01
26525,CCCCC(CCCC)(COC(=O)*)N*,1.34E+00,4.60E+02,3.10E+01,1.14E+00,2.04E-05,3.28E-08,2.43E-08,8.32E-09,7.32E-01
26526,O=C(*)NCCCCNCCCN*,1.47E+00,4.32E+02,1.40E+01,1.25E+00,8.61E-05,2.10E-08,1.29E-08,1.41E-08,2.23E-01
26527,CC(C)(CNC(=O)*)N*,1.40E+00,3.75E+02,3.10E+01,1.31E+00,3.01E-05,9.12E-09,6.73E-09,6.76E-09,3.25E-01
26528,CC(O*)C(C)(OC(=O)*)C(=O)O,1.43E+00,4.21E+02,3.10E+01,1.45E+00,2.33E-05,9.01E-09,1.41E-08,4.35E-09,4.47E-01
26529,CC(CN(CCO*)CC(F)F)OC(=O)*,1.39E+00,4.70E+02,1.90E+01,1.40E+00,8.29E-05,3.70E-08,1.71E-08,3.03E-08,-1.63E-01
26530,CCCCCCC(C)(OC(=O)*)C(C)O*,1.34E+00,4.61E+02,3.10E+01,1.15E+00,1.65E-05,2.71E-08,1.50E-08,1.26E-08,-6.97E-01
26531,CCCC(=O)OCC(CO*)OC(=O)*,1.42E+00,4.49E+02,3.10E+01,1.36E+00,3.19E-05,3.21E-08,2.13E-08,1.87E-08,-1.37E-01
26532,CCN(CCCN*)CCOC(=O)*,1.41E+00,4.33E+02,1.70E+01,1.22E+00,7.75E-05,3.23E-08,2.28E-08,2.56E-08,2.11E-01
26533,CCN(C)CC(COC(=O)*)O*,1.44E+00,4.20E+02,3.10E+01,1.26E+00,9.30E-05,5.42E-08,1.70E-08,1.81E-08,-2.89E-01
26534,COCC(CCNC(=O)*)O*,1.46E+00,4.06E+02,2.60E+01,1.33E+00,6.64E-05,2.19E-08,1.75E-08,1.59E-08,1.76E-01
26535,CC#CCN(C)CC(OC(=O)*)C(C)(C)O*,1.27E+00,4.72E+02,3.10E+01,1.21E+00,2.47E-05,3.13E-08,1.45E-08,1.31E-08,2.49E-01
26536,CCCCNC(=O)CC(CNC(=O)*)O*,1.34E+00,4.61E+02,3.10E+01,1.29E+00,4.41E-05,1.73E-08,1.15E-08,8.84E-09,3.11E-01
26537,CC(C)(CCO*)CC(C)(C)COC(=O)*,1.46E+00,4.61E+02,1.70E+01,1.17E+00,2.70E-05,2.97E-08,2.28E-08,2.67E-08,-2.44E-01
26538,C=CC(CN(C)CC(CC)NC(=O)*)O*,1.46E+00,4.59E+02,1.90E+01,1.20E+00,6.59E-05,3.18E-08,1.77E-08,1.65E-08,1.40E-02
26539,CC(CNC(=O)*)CO*,1.38E+00,3.76E+02,2.60E+01,1.29E+00,3.76E-05,1.56E-08,1.01E-08,1.06E-08,2.11E-01
26540,CC(C)(C)OC(=O)NC(CN*)CNC(=O)*,1.48E+00,4.76E+02,2.60E+01,1.31E+00,2.94E-05,1.17E-08,4.96E-09,5.09E-09,6.72E-02
26541,CCN(CC)CC(CO*)OC(=O)*,1.32E+00,4.34E+02,3.10E+01,1.22E+00,9.95E-05,6.44E-08,3.58E-08,2.10E-08,-1.59E-01
26542,COC(=O)C(O*)C(C)(C)NC(=O)*,1.32E+00,4.34E+02,3.10E+01,1.35E+00,5.27E-05,1.92E-08,1.35E-08,9.99E-09,-4.99E-02
26543,CC(C)(CNCC(F)(F)CO*)OC(=O)*,1.39E+00,4.70E+02,1.70E+01,1.36E+00,4.75E-05,3.56E-08,1.65E-08,2.11E-08,-2.35E-01
26544,CC(C)(CNC(=O)*)CC(C)(C)N*,1.47E+00,4.31E+02,2.20E+01,1.20E+00,4.59E-05,2.23E-08,1.04E-08,8.35E-09,-5.97E-02
26545,C=C(C)CN(C)CC(OC(=O)*)C(C)(C)O*,1.25E+00,4.74E+02,3.10E+01,1.20E+00,5.88E-05,4.06E-08,2.17E-08,1.46E-08,-2.26E-01
26546,CC(N*)C(C)C(=O)NCCCOC(=O)*,1.41E+00,4.61E+02,1.60E+01,1.30E+00,2.99E-05,1.46E-08,1.12E-08,8.99E-09,1.86E-01
26547,C=CC(CNC(COC(=O)*)C(C)C)O*,1.46E+00,4.60E+02,1.90E+01,1.21E+00,3.54E-05,3.77E-08,2.03E-08,2.35E-08,-1.90E-01
26548,CC(CC#N)NCC(O*)C(C)(C)OC(=O)*,1.26E+00,4.73E+02,3.10E+01,1.26E+00,8.92E-05,2.67E-08,2.72E-08,1.65E-08,1.41E-01
26549,CCCC(CNC(=O)CNC(=O)*)O*,1.40E+00,4.47E+02,1.90E+01,1.32E+00,4.30E-05,1.97E-08,8.71E-09,6.44E-09,-2.30E-01
26550,CCCCCC(OC(=O)*)C(C)O*,1.33E+00,4.33E+02,3.10E+01,1.16E+00,1.83E-05,5.15E-08,3.17E-08,3.41E-08,-3.49E-01
26551,CC(CNC(=O)*)CC(C)(C)CCN*,1.44E+00,4.45E+02,1.70E+01,1.17E+00,4.34E-05,1.99E-08,2.39E-08,1.44E-08,3.57E-01
26552,CC(CO*)(COC(=O)*)C(=O)OCCF,1.33E+00,4.67E+02,2.60E+01,1.41E+00,2.83E-05,3.41E-08,1.92E-08,1.73E-08,-2.45E-01
26553,CN(CCCO*)C(=O)CCNC(=O)*,1.38E+00,4.47E+02,1.60E+01,1.33E+00,7.38E-05,2.27E-08,1.75E-08,2.11E-08,2.63E-01
26554,CC#CCC(COC(=O)*)NC(C)CCO*,1.38E+00,4.72E+02,1.70E+01,1.22E+00,7.53E-05,4.76E-08,4.11E-08,3.69E-08,2.65E-02
26555,C=CCN(C)CC(CC(C)(C)O*)OC(=O)*,1.49E+00,4.74E+02,2.60E+01,1.21E+00,6.46E-05,4.25E-08,2.80E-08,2.43E-08,-1.65E-01
26556,CCC(C)(O*)C(C)(CC)OC(=O)*,1.33E+00,4.33E+02,3.10E+01,1.22E+00,1.74E-05,1.71E-08,1.25E-08,1.13E-08,-6.16E-01
26557,COC(=O)C(CCCNC(=O)*)N*,1.46E+00,4.33E+02,2.20E+01,1.39E+00,4.30E-05,1.12E-08,1.13E-08,7.73E-09,2.92E-01
26558,C#CCN(C)CC(CC(C)(C)O*)OC(=O)*,1.29E+00,4.72E+02,2.60E+01,1.21E+00,5.23E-05,4.25E-08,1.65E-08,1.40E-08,-3.02E-01
26559,CCN(CCOC(=O)*)C(=O)CCN*,1.42E+00,4.47E+02,1.70E+01,1.34E+00,4.47E-05,1.78E-08,1.01E-08,1.02E-08,1.62E-01
26560,CCC(COC(=O)*)NCC(C)CO*,1.41E+00,4.48E+02,1.70E+01,1.21E+00,5.25E-05,4.30E-08,1.97E-08,2.47E-08,3.24E-01
26561,CCC(CC#N)NC(CC)(CO*)NC(=O)*,1.27E+00,4.72E+02,3.10E+01,1.26E+00,4.14E-05,1.78E-08,1.34E-08,8.61E-09,3.28E-01
26562,CC=CCC(CO*)NC(=O)COC(=O)*,1.46E+00,4.60E+02,1.90E+01,1.35E+00,5.36E-05,1.81E-08,1.32E-08,1.07E-08,2.55E-01
26563,O=C(*)OC(CCCO*)C(=O)O,1.41E+00,4.21E+02,2.20E+01,1.48E+00,3.70E-05,1.38E-08,8.40E-09,1.23E-08,-1.22E-01
26564,O=C(*)OCC(F)(F)CN*,1.39E+00,3.98E+02,2.60E+01,1.60E+00,6.16E-05,1.81E-08,1.64E-08,1.43E-08,2.85E-01
26565,CN(CC(CO*)OC(=O)*)CC(F)(F)F,1.26E+00,4.74E+02,3.10E+01,1.46E+00,4.92E-05,4.20E-08,2.19E-08,1.30E-08,-6.84E-01
26566,CC(CC(=O)N(C)CCC(C)OC(=O)*)N*,1.45E+00,4.75E+02,1.60E+01,1.27E+00,3.64E-05,1.63E-08,9.68E-09,1.19E-08,-4.55E-02
26567,CC(C)(CNC(=O)CO*)COC(=O)*,1.42E+00,4.48E+02,1.70E+01,1.34E+00,5.01E-05,2.05E-08,1.31E-08,1.27E-08,2.81E-01
26568,CC(C)CC(OC(=O)*)C(=O)NCCN*,1.45E+00,4.61E+02,1.90E+01,1.29E+00,3.46E-05,1.11E-08,9.52E-09,7.97E-09,3.86E-01
26569,C=CCN(CC=C)CC(O*)C(C)OC(=O)*,1.27E+00,4.72E+02,3.10E+01,1.20E+00,5.58E-05,6.60E-08,2.26E-08,2.54E-08,-4.52E-01
26570,CC(CN*)CNC(=O)*,1.39E+00,3.75E+02,2.60E+01,1.31E+00,5.91E-05,2.21E-08,1.03E-08,9.54E-09,1.08E-01
26571,CCCN(CCO*)CCOC(=O)*,1.37E+00,4.34E+02,1.90E+01,1.24E+00,1.59E-04,7.51E-08,4.63E-08,4.65E-08,1.86E-01
26572,COCC(CNCCCC(C)OC(=O)*)O*,1.43E+00,4.78E+02,1.60E+01,1.23E+00,7.28E-05,3.64E-08,1.56E-08,2.54E-08,7.11E-02
26573,CSCC(COC(=O)*)O*,1.35E+00,4.09E+02,3.10E+01,1.42E+00,5.62E-05,3.32E-08,1.58E-08,2.27E-08,-4.12E-02
26574,O=C(*)NCC(CF)O*,1.49E+00,3.80E+02,3.10E+01,1.50E+00,5.53E-05,1.81E-08,9.41E-09,8.91E-09,2.32E-01
26575,CC(C)(CO*)C(OC(=O)*)C(=O)O,1.37E+00,4.35E+02,2.60E+01,1.38E+00,3.34E-05,1.55E-08,1.28E-08,8.60E-09,1.49E-01
26576,CC(COC(=O)*)O*,1.42E+00,3.63E+02,3.10E+01,1.38E+00,6.48E-05,3.24E-08,1.70E-08,2.01E-08,-6.38E-02
26577,CCC(CO*)NC(=O)C(C)(C)OC(=O)*,1.44E+00,4.62E+02,1.90E+01,1.30E+00,5.97E-05,1.74E-08,1.42E-08,8.57E-09,3.00E-01
26578,O=C(*)OCC(CNC(=O)C(F)(F)F)O*,1.26E+00,4.74E+02,3.10E+01,1.66E+00,5.23E-05,2.35E-08,1.20E-08,9.09E-09,3.54E-02
26579,C#CCCCCCCNC(CO*)COC(=O)*,1.42E+00,4.86E+02,2.60E+01,1.21E+00,4.13E-05,4.64E-08,2.06E-08,2.52E-08,-5.65E-01
26580,O=C(*)NCCCP(=O)(O)CO*,1.46E+00,4.40E+02,1.90E+01,1.53E+00,7.79E-05,2.05E-08,1.55E-08,1.29E-08,3.09E-01
26581,CC(CO*)C(C)OC(=O)*,1.46E+00,3.91E+02,2.60E+01,1.27E+00,4.83E-05,2.75E-08,1.75E-08,1.70E-08,1.34E-02
26582,CC(COC(=O)*)COC(=O)C(C)(C)O*,1.44E+00,4.63E+02,1.70E+01,1.30E+00,5.74E-05,3.25E-08,2.13E-08,2.24E-08,1.23E-01
26583,C=CCCC(CNCC(CF)O*)OC(=O)*,1.34E+00,4.78E+02,1.90E+01,1.27E+00,6.94E-05,4.24E-08,2.41E-08,2.73E-08,-8.92E-02
26584,C=CC(CNC(C)(C)CCO*)OC(=O)*,1.46E+00,4.60E+02,1.70E+01,1.22E+00,6.57E-05,3.85E-08,2.14E-08,2.69E-08,-8.79E-02
26585,CC(C)(C)OC(=O)NCC(COC(=O)*)O*,1.48E+00,4.78E+02,3.10E+01,1.32E+00,3.64E-05,2.44E-08,1.55E-08,9.13E-09,-3.01E-02
26586,CC(CNC(=O)*)NC(=O)C(C)(C)N*,1.41E+00,4.46E+02,1.90E+01,1.32E+00,5.48E-05,1.76E-08,1.28E-08,7.50E-09,3.55E-01
26587,C=C(C)C(O*)C(OC(=O)*)C(=C)C,1.36E+00,4.29E+02,3.10E+01,1.23E+00,1.44E-05,1.61E-08,1.05E-08,1.34E-08,-1.00E+00
26588,CC(CCN*)CNC(=O)*,1.46E+00,3.89E+02,2.20E+01,1.28E+00,5.65E-05,1.68E-08,1.14E-08,1.12E-08,3.58E-01
26589,CC(CCCC#N)NC(CO*)COC(=O)*,1.29E+00,4.73E+02,2.60E+01,1.28E+00,1.14E-04,4.32E-08,2.96E-08,3.56E-08,3.06E-01
26590,O=C(*)OCCCO*,1.43E+00,3.63E+02,2.60E+01,1.41E+00,1.60E-04,3.90E-08,2.17E-08,3.51E-08,3.33E-01
26591,CCC(CO*)C(=O)NC(C)COC(=O)*,1.45E+00,4.62E+02,1.70E+01,1.32E+00,5.93E-05,1.83E-08,1.67E-08,1.38E-08,3.97E-01
26592,CC(NC(=O)*)C(C)C(=O)NCCCCO*,1.38E+00,4.75E+02,1.40E+01,1.25E+00,3.39E-05,1.50E-08,7.01E-09,8.70E-09,1.61E-01
26593,CC(CO*)N(C)C(=O)CCCCOC(=O)*,1.49E+00,4.76E+02,1.40E+01,1.30E+00,3.12E-05,1.78E-08,8.55E-09,1.21E-08,-1.32E-01
26594,CCCCCCCCCC(COC(=O)*)O*,1.50E+00,4.75E+02,3.10E+01,1.15E+00,1.06E-05,5.14E-08,3.01E-08,2.11E-08,1.63E-02
26595,O=C(*)NCCCC(=O)NCCCCO*,1.46E+00,4.61E+02,1.30E+01,1.31E+00,9.08E-05,2.24E-08,2.07E-08,1.87E-08,3.54E-01
26596,CC(OC(=O)*)C(=O)NCCCCCO*,1.46E+00,4.62E+02,1.40E+01,1.32E+00,5.95E-05,2.05E-08,1.79E-08,1.80E-08,3.02E-01
26597,CC(CCOC(=O)*)NC(=O)C(C)CN*,1.41E+00,4.61E+02,1.60E+01,1.29E+00,4.41E-05,1.75E-08,1.09E-08,1.21E-08,2.11E-01
26598,CCC(OC(=O)*)C(=O)OCC(C)O*,1.39E+00,4.49E+02,1.90E+01,1.32E+00,6.29E-05,3.83E-08,1.54E-08,1.75E-08,1.15E-01
26599,CC(CO*)OC(C)COC(=O)*,1.48E+00,4.21E+02,1.90E+01,1.28E+00,1.28E-04,4.09E-08,2.91E-08,2.86E-08,2.75E-01
26600,C=CCOCC(CC)(CO*)COC(=O)*,1.36E+00,4.61E+02,2.60E+01,1.23E+00,1.64E-05,1.95E-08,1.37E-08,1.54E-08,-4.53E-03
26601,CC#CCCNCC(CC(C)(C)O*)OC(=O)*,1.42E+00,4.86E+02,2.60E+01,1.22E+00,2.73E-05,2.48E-08,1.89E-08,1.56E-08,-3.24E-01
26602,CC(=O)SCC(CN*)CNC(=O)*,1.45E+00,4.49E+02,2.60E+01,1.43E+00,6.17E-05,1.71E-08,1.37E-08,1.36E-08,2.74E-01
26603,O=C(*)OCC(N*)C(F)(F)F,1.48E+00,4.16E+02,3.10E+01,1.67E+00,5.04E-05,1.97E-08,1.37E-08,9.83E-09,-1.11E-01
26604,CC(C)(CNC(=O)CCN*)NC(=O)*,1.43E+00,4.46E+02,1.70E+01,1.34E+00,4.12E-05,9.46E-09,7.57E-09,5.84E-09,2.55E-01
26605,C=CC(C)(CNCC(C)(C)CO*)OC(=O)*,1.37E+00,4.74E+02,1.70E+01,1.18E+00,4.81E-05,3.59E-08,1.43E-08,1.92E-08,-4.41E-01
26606,O=C(*)NC(CCCCCN*)C(=O)O,1.42E+00,4.47E+02,1.70E+01,1.37E+00,8.98E-05,2.27E-08,1.82E-08,1.29E-08,2.47E-01
26607,C=CC(C)(CNC(CC)CO*)OC(=O)*,1.46E+00,4.60E+02,1.90E+01,1.22E+00,4.41E-05,3.25E-08,1.55E-08,2.61E-08,6.20E-02
26608,C=C(C)CNCC(CC(C)(C)O*)OC(=O)*,1.49E+00,4.74E+02,2.60E+01,1.21E+00,4.41E-05,4.51E-08,2.87E-08,1.98E-08,-2.24E-01
26609,CC(CCN(C)C(=O)CCCNC(=O)*)O*,1.38E+00,4.75E+02,1.40E+01,1.27E+00,4.57E-05,2.51E-08,1.10E-08,1.19E-08,4.07E-02
26610,CC(C)CS(=O)(=O)CC(COC(=O)*)O*,1.45E+00,4.83E+02,3.10E+01,1.42E+00,3.86E-05,2.19E-08,1.35E-08,1.32E-08,-2.07E-01
26611,C=CCCC(CNCCC(C)O*)OC(=O)*,1.37E+00,4.74E+02,1.70E+01,1.18E+00,6.62E-05,5.00E-08,2.34E-08,2.60E-08,-2.73E-01
26612,CN(CCCOC(=O)*)C(=O)CCCCO*,1.47E+00,4.76E+02,1.30E+01,1.30E+00,1.19E-04,3.99E-08,2.90E-08,3.74E-08,2.17E-01
26613,CC(COC(=O)*)CN(C)C(C)CO*,1.41E+00,4.48E+02,1.70E+01,1.21E+00,4.97E-05,2.97E-08,1.79E-08,2.63E-08,-1.15E-02
26614,CC#CCN(C)CC(CC(C)(C)OC(=O)*)O*,1.42E+00,4.86E+02,2.60E+01,1.21E+00,2.94E-05,2.24E-08,1.51E-08,1.91E-08,-9.53E-02
